name,distance,address,zip_code,city,store_id,phone,latitude,longitude
Deridder Supercenter,47.71,1125 N Pine St,70634,Deridder,505,337-462-0259,30.866174,-93.288017
Lufkin Supercenter,46.2,2500 Daniel Mccall Dr,75904,Lufkin,140,936-639-9600,31.299557,-94.731474
Crockett Supercenter,32.35,1225 E Loop 304,75835,Crockett,236,936-544-5121,31.320306,-95.434461
Lake Charles Neighborhood Market,49.18,260 Sam Houston Jones Parkway,70611,Lake Charles,6590,337-214-6401,30.3021097,-93.1993259
Lake Charles Supercenter,49.73,3415 Gerstner Memorial Blvd,70607,Lake Charles,469,337-477-7799,30.195609,-93.17622
Lake Charles Supercenter,49.97,2500 N Martin Luther King Hwy,70601,Lake Charles,521,337-436-3909,30.268847,-93.179586
Sulphur Supercenter,41.71,525 N Cities Service Hwy,70663,Sulphur,331,337-625-2849,30.233061,-93.328042
Lake Charles Supercenter,46.21,3451 Nelson Rd,70605,Lake Charles,1204,337-477-3785,30.195261,-93.245949
Lake Charles Neighborhood Market,47.98,2011 Ryan St,70601,Lake Charles,6583,337-508-3864,30.212765,-93.218393
Woodville Supercenter,12.36,115 Cobb Mill Rd,75979,Woodville,288,409-283-8248,30.763779,-94.419491
Jasper Supercenter,29.72,800 W Gibson St,75951,Jasper,214,409-384-1707,30.908235,-94.015462
Alvin Supercenter,32.93,400 Highway 35 Byp N,77511,Alvin,462,281-585-2825,29.421683,-95.230798
Angleton Supercenter,39.22,1801 N Velasco St,77515,Angleton,527,979-849-4604,29.184128,-95.435889
Lake Jackson Supercenter,40.86,121 Highway 332 W,77566,Lake Jackson,808,979-297-9757,29.045462,-95.459088
Livingston Supercenter,27.37,1620 W Church St,77351,Livingston,275,936-327-6370,30.716174,-94.954755
Beaumont Supercenter,25.14,4145 Dowlen Rd,77706,Beaumont,651,409-899-9203,30.12284,-94.16742
Port Arthur Supercenter,26.56,8585 Memorial Blvd,77640,Port Arthur,408,409-727-4667,29.942076,-93.9937
Port Arthur Supercenter,29.49,4999 N Twin City Hwy,77642,Port Arthur,449,409-962-7858,29.936493,-93.941153
Lumberton Supercenter,31.9,100 No. Lhs Drive,77657,Lumberton,384,409-755-1963,30.258479,-94.216602
Vidor Supercenter,32.39,1360 North Main,77662,Vidor,457,409-769-6233,30.143291,-94.014491
Bridge City Store,36.87,795 Texas Ave,77611,Bridge City,283,409-735-2417,30.024796,-93.844527
Silsbee Supercenter,38.76,1100 Us Highway 96 N,77656,Silsbee,383,409-385-0782,30.340472,-94.146959
Kemah Supercenter,41.43,255 Fm 518 Rd,77565,Kemah,3298,281-538-9778,29.534829,-95.01829
West Orange Supercenter,42.99,3115 Edgar Brown Dr,77630,West Orange,777,409-883-5244,30.0905,-93.765381
Galveston Supercenter,46.38,6702 Seawall Blvd,77551,Galveston,504,409-744-8677,29.265049,-94.833163
League City Supercenter,47.41,1701 W Fm 646 Rd,77573,League City,5388,281-337-9700,29.470187,-95.0898
La Marque Supercenter,47.56,6410 Interstate 45,77568,La Marque,529,409-986-6000,29.402077,-95.037535
Forney Supercenter,47.4,802 E Us Highway 80,75126,Forney,5191,972-564-1867,32.745312,-96.445649
Richmond Supercenter,41.42,5330 Fm1640,77469,Richmond,546,281-232-8394,29.5571658,-95.7599175
Las Cruces Supercenter,41.43,1550 S Valley Dr,88005,Las Cruces,5155,575-523-4924,32.288437,-106.785494
Las Cruces Supercenter,42.04,571 Walton Blvd,88001,Las Cruces,806,575-525-1222,32.314746,-106.749837
Las Cruces Neighborhood Market,42.18,150 N Sonoma Ranch Blvd,88001,Las Cruces,5782,575-323-6098,32.328121,-106.721759
Las Cruces Supercenter,44.78,3331 Rinconada Blvd,88011,Las Cruces,4601,575-680-3772,32.360252,-106.74598
West Columbia Store,44.69,301 N Columbia Dr,77486,West Columbia,482,979-345-3147,29.150831,-95.658525
Snyder Supercenter,46.73,5110 College Ave,79549,Snyder,1272,325-573-1967,32.695707,-100.920992
Westworth Village Supercenter,45.15,6770 Westworth Blvd,76114,Westworth Village,940,817-570-9538,32.75506,-97.433801
Fort Worth Supercenter,45.54,9500 Clifford St,76108,Fort Worth,3773,817-367-0042,32.765568,-97.484281
Fort Worth Supercenter,47.51,2245 Jacksboro Hwy,76114,Fort Worth,4165,817-569-6238,32.7819626,-97.3809364
Lake Worth Supercenter,49.13,6360 Lake Worth Blvd,76135,Lake Worth,972,817-237-0400,32.812396,-97.426058
Lake Worth Gas Station,49.64,6364 Lake Worth Blvd,76135,Lake Worth,717,817-237-8580,32.82241,-97.44911
Brady Supercenter,44.99,2207 S Bridge St,76825,Brady,917,325-597-3406,31.10974,-99.33078
Fort Worth Supercenter,43.04,2900 Renaissance Square,76105,Fort Worth,3044,817-900-1909,32.71078,-97.283333
Fort Worth Supercenter,47.31,3851 Airport Fwy,76111,Fort Worth,5312,817-759-2047,32.774685,-97.292334
Fort Worth Neighborhood Market,49.04,717 W. Berry St,76110,Fort Worth,3135,817-840-0262,32.704578,-97.332211
Richmond Supercenter,42.34,26824 F.m. 1093,77406,Richmond,4111,346-307-8691,29.69754,-95.841269
Carlsbad Supercenter,39.4,2401 S Canal St,88220,Carlsbad,868,575-885-0727,32.393959,-104.222987
Brownwood Supercenter,37.93,401 W Commerce St,76801,Brownwood,813,325-643-9727,31.731877,-98.981832
Seagoville Supercenter,49.53,220 N Highway 175,75159,Seagoville,5288,972-287-3917,32.649849,-96.533952
Del Rio Supercenter,35.34,2410 Dodson Ave,78840,Del Rio,447,830-774-6034,29.395726,-100.900994
Kaufman Supercenter,46.9,300 Kings Fort Parkway,75142,Kaufman,4164,469-595-7068,32.5696796,-96.3075792
Laredo Supercenter,37.58,2615 Ne Bob Bullock Loop,78045,Laredo,5713,956-231-5575,27.610824,-99.462361
Midland Supercenter,16.56,4517 N Midland Dr,79707,Midland,608,432-697-0871,32.029805,-102.148753
Midland Supercenter,20.44,200 W Interstate 20,79701,Midland,3645,432-684-3910,31.974854,-102.070354
Big Spring Supercenter,38.07,201 W Marcy Dr,79720,Big Spring,513,432-267-3363,32.227804,-101.467786
Horizon City Supercenter,18.65,13900 Horizon Blvd,79928,Horizon City,3136,915-206-6199,31.679967,-106.200828
Socorro Neighborhood Market,19.85,10301 Alameda Ave,79927,Socorro,5960,915-245-3488,31.654859,-106.288423
El Paso Supercenter,22.22,9441 Alameda Ave,79907,El Paso,964,915-860-7171,31.683055,-106.311671
El Paso Neighborhood Market,24.86,1551 N Zaragoza Rd,79936,El Paso,3661,915-855-6840,31.742491,-106.289318
El Paso Supercenter,25.15,1850 N Zaragoza Rd,79936,El Paso,2612,915-855-6405,31.755778,-106.270893
El Paso Neighborhood Market,25.9,8115 North Loop Dr,79907,El Paso,4415,915-629-0048,31.728537,-106.345055
El Paso Neighborhood Market,26.72,3590 N. Zaragoza Road,79938,El Paso,6813,915-342-9866,31.79581,-106.229737
El Paso Supercenter,27.1,10727 Gateway Blvd W,79935,El Paso,512,915-594-0243,31.753235,-106.339982
El Paso Neighborhood Market,27.16,3000 Saul Kleinfeld Dr,79936,El Paso,5108,915-849-7796,31.783243,-106.282976
El Paso Supercenter,28.01,12236 Montana Ave,79938,El Paso,3763,915-255-4031,31.8050809,-106.2620857
El Paso Supercenter,29.97,7101 Gateway Blvd W,79925,El Paso,2201,915-779-6664,31.777143,-106.384345
El Paso Supercenter,35.07,5631 Dyer St,79904,El Paso,5947,915-245-3510,31.829155,-106.447104
El Paso Neighborhood Market,36.77,4716 Hondo Pass Dr,79904,El Paso,5962,915-245-3573,31.869188,-106.432354
El Paso Supercenter,38.51,4530 Woodrow Bean,79924,El Paso,500,915-757-0151,31.896254,-106.438215
El Paso Neighborhood Market,38.6,1110 Sunland Park Drive,79922,El Paso,7229,915-352-2816,31.811007,-106.557792
El Paso Supercenter,40.13,7555 N Mesa St,79912,El Paso,1015,915-833-1335,31.836124,-106.565677
El Paso Neighborhood Market,40.32,10840 Martin Luther King Jr Boulevard,79934,El Paso,6587,915-730-6194,31.926211,-106.440485
El Paso Neighborhood Market,41.08,951 N Resler Dr,79912,El Paso,4366,915-875-0124,31.861038,-106.559346
El Paso Neighborhood Market,42.26,101 E. Redd Rd,79932,El Paso,4105,915-206-6139,31.861894,-106.586847
El Paso Supercenter,43.02,7831 Paseo Del Norte Blvd- Ste A,79912,El Paso,5717,915-259-1945,31.88504,-106.577616
Eagle Pass Supercenter,41.24,496 S Bibb Ave,78852,Eagle Pass,461,830-773-9403,28.701256,-100.480817
Carrizo Springs Store,42.57,2214 N 1st St,78834,Carrizo Springs,1046,830-876-2462,28.542786,-99.848551
Bay City Supercenter,42.96,4600 7th St,77414,Bay City,1405,979-245-0196,28.98382,-95.934448
Stephenville Supercenter,31.28,2765 W Washington St,76401,Stephenville,610,254-965-7766,32.207348,-98.237766
Benbrook Supercenter,45.14,8840 Benbrook Blvd,76126,Benbrook,4509,682-233-6820,32.678149,-97.468169
Fort Worth Supercenter,45.66,6300 Oakmont Blvd,76132,Fort Worth,590,817-263-4065,32.664652,-97.405728
Weatherford Supercenter,46.3,1836 S Main St,76086,Weatherford,963,817-594-9193,32.731493,-97.794862
Fort Worth Neighborhood Market,47.6,6756 W Vickery Blvd,76116,Fort Worth,3419,817-732-2130,32.703367,-97.428115
Hudson Oaks Supercenter,47.85,2801 E Interstate 20,76087,Hudson Oaks,3431,817-599-7490,32.755959,-97.709576
Sealy Supercenter,33.85,310 Overcreek Way,77474,Sealy,437,979-627-7758,29.757736,-96.152552
Wharton Supercenter,42.05,10388 Us 59 Hwy,77488,Wharton,5246,979-532-3986,29.328572,-96.124534
Mcallen Supercenter,13.85,1200 E Jackson Ave,78503,Mcallen,397,956-686-4311,26.188376,-98.209872
Mcallen Neighborhood Market,13.91,800 East Nolana Ave,78501,Mcallen,6098,956-800-6080,26.236042,-98.205346
Edinburg Supercenter,14.23,1724 W University Dr,78539,Edinburg,429,956-381-6674,26.301269,-98.181031
Edinburg Supercenter,14.5,4101 S Mccoll Rd,78539,Edinburg,3886,956-618-2018,26.267713,-98.204566
Mcallen Neighborhood Market,16.09,5700 N 23rd Street,78504,Mcallen,6786,956-800-6852,26.256318,-98.235897
Mcallen Supercenter,16.43,2800 W Nolana Ave,78504,Mcallen,452,956-687-8285,26.243829,-98.245074
Mission Supercenter,18.63,2410 E Expressway 83,78572,Mission,395,956-580-3393,26.193521,-98.2869487
Mission Neighborhood Market,20.0,1006 N Bryan Road,78572,Mission,6850,956-391-3418,26.2143207,-98.3081936
Palmhurst Supercenter,20.96,215 E Mile 3 Rd,78573,Palmhurst,3320,956-519-8453,26.260654,-98.315814
Penitas Supercenter,28.54,1705 Expressway 83,78576,Penitas,4508,956-580-6840,26.24663,-98.442873
Giddings Store,19.17,Us Hwy 290/2374 E Au,78942,Giddings,473,979-542-1375,30.177696,-96.915709
Caldwell Store,47.13,475 State Highway 36 N,77836,Caldwell,567,979-567-9807,30.539125,-96.700254
Cleburne Supercenter,28.14,1616 W Henderson St,76033,Cleburne,228,817-645-1575,32.341355,-97.41514
Burleson Supercenter,40.58,951 Sw Wilshire Blvd,76028,Burleson,220,817-572-9574,32.527749,-97.337823
Burleson Neighborhood Market,41.31,965 Nw John Jones Dr,76028,Burleson,3653,817-840-4608,32.5377974,-97.3613042
Granbury Supercenter,42.98,735 E Highway 377,76048,Granbury,371,817-573-3791,32.432088,-97.780249
Crowley Gas Station,43.96,1301 E. Fm 1187,76036,Crowley,245,817-297-4133,32.576633,-97.336527
Crowley Supercenter,43.99,1221 Fm 1187,76036,Crowley,3631,682-233-7834,32.5770666,-97.3388787
Fort Worth Neighborhood Market,47.85,7800 Summer Creek Drive,76123,Fort Worth,7251,682-312-1994,32.629821,-97.407583
Fort Worth Supercenter,48.15,7451 Mccart Ave,76133,Fort Worth,2978,817-361-6032,32.636656,-97.367246
Fort Stockton Supercenter,47.99,2610 W Dickinson Blvd,79735,Fort Stockton,897,432-336-3389,30.896466,-102.907161
Kerrville Supercenter,37.18,1216 Junction Hwy,78028,Kerrville,508,830-895-7900,30.06285,-99.167215
Fredericksburg Supercenter,44.66,1435 E Main St,78624,Fredericksburg,1154,830-997-2633,30.255199,-98.852523
Pecos Store,30.33,1903 S Cedar St,79772,Pecos,898,432-445-4231,31.408738,-103.488371
Odessa Supercenter,44.78,2450 Nw Loop 338,79763,Odessa,2891,432-332-6016,31.856501,-102.4105268
Odessa Supercenter,49.79,4210 John Ben Shephe,79762,Odessa,537,432-363-9663,31.895721,-102.332146
Corsicana Supercenter,18.4,3801 W State Highway 31,75110,Corsicana,565,903-872-6691,32.066152,-96.505841
Ennis Supercenter,38.0,700 E Ennis Ave,75119,Ennis,286,972-875-9671,32.333377,-96.620823
Gun Barrel City Supercenter,40.15,1200 W Main St,75156,Gun Barrel City,516,903-887-4180,32.333083,-96.135327
Athens Supercenter,44.64,1405 E Tyler St,75751,Athens,412,903-677-5400,32.210394,-95.832943
Palestine Supercenter,47.98,2223 S Loop 256,75801,Palestine,345,903-729-4441,31.736555,-95.616596
Pearsall Store,16.37,819 N Oak St,78061,Pearsall,478,830-334-9451,28.898853,-99.094236
Uvalde Supercenter,36.16,3100 E Main St,78801,Uvalde,782,830-278-9117,29.235156,-99.754271
Columbus Store,46.46,2103 Milam St,78934,Columbus,503,979-732-8341,29.694586,-96.53837
El Campo Supercenter,46.97,3413 West Loop,77437,El Campo,344,979-543-7286,29.216807,-96.292641
Port Lavaca Supercenter,48.01,400 Tiney Browning Blvd,77979,Port Lavaca,1098,361-552-4116,28.631976,-96.627385
La Grange Supercenter,48.89,1915 W. State Hwy. 71,78945,La Grange,846,979-968-3423,29.900833,-96.906301
Cuero Store,18.0,1202 E Broadway St,77954,Cuero,385,361-275-5796,29.089432,-97.271237
Kenedy Supercenter,23.97,200 Business Park Blvd,78119,Kenedy,524,830-583-9825,28.834532,-97.86426
Gonzales Supercenter,31.99,1114 E. Sarah Dewitt Drive,78629,Gonzales,290,830-672-7573,29.5164259,-97.4491852
Victoria Supercenter,37.04,9002 N Navarro St,77904,Victoria,330,361-573-0041,28.877997,-96.993928
Victoria Supercenter,40.57,4001 Houston Highway,77901,Victoria,4194,361-827-7272,28.815906,-96.960578
Hallettsville Store,46.7,1506 N Texana St,77964,Hallettsville,1067,361-798-4377,29.45855,-96.938003
Laredo Supercenter,41.81,4401 Highway 83 South,78046,Laredo,3623,956-727-0492,27.453311,-99.474166
Rio Grande City Supercenter,44.21,4534 E Us Highway 83,78582,Rio Grande City,1958,956-487-0090,26.365735,-98.794904
Laredo Supercenter,45.2,2320 Bob Bullock Loop,78043,Laredo,3518,956-791-3303,27.518352,-99.451706
Laredo Store,48.78,5610 San Bernardo Ave,78041,Laredo,554,956-718-2441,27.552401,-99.506573
Frankfort Supercenter,46.26,301 Leonardwood Rd,40601,Frankfort,720,502-875-5533,38.160484,-84.899243
Ontario Supercenter,39.78,359 N Lexington Springmill Rd,44906,Ontario,1539,419-529-2950,40.762155,-82.594877
Mansfield Supercenter,42.29,2485 Possum Run Rd,44903,Mansfield,5471,419-756-2850,40.6917441,-82.5079544
Bucyrus Supercenter,49.08,1875 E Mansfield St,44820,Bucyrus,2613,419-562-8101,40.810114,-82.946237
Shepherdsville Supercenter,45.97,545 Conestoga Parkway Lot 1,40165,Shepherdsville,4118,502-281-5005,37.999851,-85.709074
Louisville Supercenter,47.47,11901 Standiford Plaza Dr,40229,Louisville,589,502-968-6800,38.088497,-85.66386
Louisville Supercenter,48.43,7101 Cedar Springs Blvd,40291,Louisville,3294,502-231-4880,38.142543,-85.586846
Shelbyville Supercenter,49.63,500 Taylorsville Rd,40065,Shelbyville,497,502-633-0705,38.21018,-85.265283
Lima Supercenter,48.62,2400 Harding Hwy,45804,Lima,3206,419-222-4466,40.728865,-84.0598
Radcliff Neighborhood Market,44.89,102 Gateway Crossings Blvd.,40160,Radcliff,5135,270-351-3600,37.799869,-85.914764
Elizabethtown Supercenter,48.41,100 Walmart Dr,42701,Elizabethtown,709,270-763-1600,37.732984,-85.881905
Radcliff Supercenter,48.65,1165 Walmart Way,40160,Radcliff,1165,270-352-2720,37.849134,-85.941982
Wapakoneta Supercenter,42.13,1257 Bellefontaine St,45895,Wapakoneta,3300,419-738-0474,40.561577,-84.177792
Louisville Supercenter,45.48,2020 Bashford Manor Ln,40218,Louisville,5418,502-451-6766,38.199176,-85.667473
Louisville Supercenter,47.42,175 Outer Loop,40214,Louisville,5417,502-361-0225,38.128945,-85.779878
Middletown Supercenter,47.46,12981 Shelbyville Rd,40243,Middletown,4450,502-244-2551,38.247053,-85.512815
Louisville Supercenter,47.84,10445 Dixie Hwy,40272,Louisville,1170,502-935-3233,38.102544,-85.866119
Jeffersontown Neighborhood Market,48.96,3800 Ruckriegel Pkwy,40299,Jeffersontown,5183,502-266-2685,38.189687,-85.564273
Louisville Supercenter,49.27,4840 Outer Loop,40219,Louisville,6931,502-313-6351,38.135649,-85.671851
La Grange Supercenter,42.76,1015 New Moody Ln,40031,La Grange,1053,502-222-4260,38.394631,-85.37258
Crestwood Supercenter,45.34,6501 Veterans Memorial Parkway,40014,Crestwood,7290,502-241-6271,38.337526,-85.473968
Louisville Supercenter,47.45,3706 Diann Marie Rd,40241,Louisville,526,502-326-9166,38.300079,-85.545768
Greensburg Supercenter,48.59,790 Greensburg Commons Ctr,47240,Greensburg,1180,812-663-3434,39.359859,-85.474983
Lima Supercenter,46.65,2450 Allentown Rd,45805,Lima,1330,419-224-3168,40.7525512,-84.152321
Logansport Supercenter,13.43,240 Mall Rd,46947,Logansport,1329,574-722-3264,40.761249,-86.311815
Fort Wayne Supercenter,10.78,7502 Southtown Crossing Blvd,46816,Fort Wayne,4231,260-441-7071,41.014001,-85.120347
Fort Wayne Supercenter,11.34,1710 Apple Glen Blvd,46804,Fort Wayne,1804,260-436-0113,41.069749,-85.202719
Bluffton Supercenter,11.61,2100 N Main St,46714,Bluffton,2819,260-824-0296,40.772792,-85.168326
Huntington Supercenter,12.29,2800 Wal Mart Dr,46750,Huntington,2311,260-358-8311,40.898979,-85.51646
Decatur Supercenter,19.34,1700 S 13th St,46733,Decatur,1647,260-724-9990,40.808859,-84.940946
Wabash Supercenter,29.7,1601 No. Cass St,46992,Wabash,1667,260-563-5536,40.819163,-85.835695
Portland Supercenter,36.28,950 W Votaw St,47371,Portland,2388,260-726-3682,40.440901,-84.990153
Van Wert Supercenter,36.79,301 Town Center Blvd,45891,Van Wert,1333,419-238-5662,40.889031,-84.578754
Celina Supercenter,46.22,1950 Havemann Rd,45822,Celina,1433,419-586-3777,40.554332,-84.540457
Indianapolis Supercenter,6.03,3221 W 86th St,46268,Indianapolis,1518,317-875-0273,39.909219,-86.2164311
Carmel Supercenter,8.26,2001 E 151st St,46033,Carmel,1601,317-844-0096,40.006534,-86.123747
Indianapolis Neighborhood Market,10.02,5555 Michigan Road,46228,Indianapolis,4053,317-287-0426,39.8533714,-86.1925101
Indianapolis Supercenter,10.17,4545 Lafayette Rd,46254,Indianapolis,3781,317-328-0325,39.838107,-86.2441599
Indianapolis Supercenter,10.65,7325 N Keystone Ave,46240,Indianapolis,2787,317-202-9720,39.887629,-86.118971
Brownsburg Supercenter,10.66,400 W Northfield Dr,46112,Brownsburg,2788,317-858-0206,39.859194,-86.39654
Lebanon Supercenter,12.37,2440 N Lebanon St,46052,Lebanon,1275,765-482-6070,40.071845,-86.479887
Indianapolis Neighborhood Market,13.56,5550 Fall Creek Parkway N Dr.,46226,Indianapolis,6390,317-614-4046,39.853829,-86.084443
Fishers Supercenter,14.04,8300 E 96th St,46037,Fishers,1557,317-578-4336,39.929679,-86.0211573
Indianapolis Neighborhood Market,14.17,5835 W. 10th St,46224,Indianapolis,5804,317-554-8960,39.7783555,-86.2632921
Fishers Neighborhood Market,14.57,9354 Ambleside Drive,46038,Fishers,5767,317-567-8406,39.981027,-86.001577
Noblesville Supercenter,15.11,16865 Clover Rd,46060,Noblesville,923,317-773-5212,40.03376,-85.998943
Avon Supercenter,15.55,9500 E Us Highway 36,46123,Avon,2786,317-209-0857,39.766292,-86.35472
Indianapolis Supercenter,18.13,10735 Pendleton Pike,46236,Indianapolis,3529,317-823-1054,39.858339,-85.975906
Danville Supercenter,19.14,1894 Ridge Avenue,46122,Danville,6476,317-745-3144,39.759267,-86.489263
Plainfield Supercenter,19.38,2373 E Main St,46168,Plainfield,828,317-839-2261,39.71151,-86.367633
Indianapolis Neighborhood Market,19.88,4837 Kentucky Avenue,46221,Indianapolis,4054,317-830-4950,39.695578,-86.266483
Indianapolis Neighborhood Market,20.58,3805 S Keystone Ave,46227,Indianapolis,5408,317-786-3485,39.7110384,-86.1191817
Plainfield Neighborhood Market,20.94,900 West Main Street,46168,Plainfield,6470,317-204-1384,39.699876,-86.4169154
Indianapolis Supercenter,21.53,10617 E Washington St,46229,Indianapolis,1580,317-895-0065,39.773528,-85.976523
Indianapolis Supercenter,22.07,4650 S Emerson Ave,46203,Indianapolis,5443,317-783-0950,39.699603,-86.085461
Frankfort Supercenter,23.2,2460 E Wabash St,46041,Frankfort,854,765-654-5528,40.28147,-86.478464
Indianapolis Supercenter,23.42,7245 Us 31 S,46227,Indianapolis,1459,317-888-7906,39.660399,-86.141957
Camby Supercenter,23.72,8191 Upland Bnd,46113,Camby,4417,317-856-5748,39.642195,-86.328093
Greenwood Supercenter,26.29,1133 No. Emerson Road,46143,Greenwood,3435,317-885-9059,39.633976,-86.08009
Greenwood Supercenter,26.99,882 S. State Road 135,46143,Greenwood,5483,317-851-1102,39.602599,-86.162378
Greenfield Supercenter,29.5,1965 N State St,46140,Greenfield,1141,317-462-8850,39.812717,-85.766655
Anderson Supercenter,33.66,2321 Charles St,46013,Anderson,1728,765-642-5025,40.0644809,-85.6496235
Franklin Supercenter,35.05,2125 N Morton St,46131,Franklin,995,317-736-5377,39.502476,-86.066193
Kokomo Supercenter,35.47,1920 E Markland Ave,46901,Kokomo,1962,765-456-3550,40.479321,-86.103923
Shelbyville Supercenter,42.39,2500 Progress Pkwy,46176,Shelbyville,884,317-392-4940,39.527051,-85.743071
Muncie Supercenter,47.03,4801 W Clara Ln,47304,Muncie,1665,765-284-7181,40.216727,-85.440925
New Castle Supercenter,47.52,3167 S State Road 3,47362,New Castle,1758,765-529-5990,39.8867273,-85.3886916
Marion Supercenter,49.29,3240 Southwestern,46953,Marion,1294,765-662-0809,40.530175,-85.676774
Muncie Supercenter,49.47,1501 E 29th St,47302,Muncie,3747,765-282-7467,40.157541,-85.369318
Fort Wayne Supercenter,49.97,5311 Coldwater Rd,46825,Fort Wayne,1419,260-484-4198,41.127955,-85.13816
Alpena Supercenter,44.53,1180 M 32 W,49707,Alpena,2358,989-354-0830,45.064045,-83.476707
Houghton Supercenter,42.08,995 Razorback Dr,49931,Houghton,2192,906-482-0639,47.106535,-88.588321
Marquette Supercenter,45.98,3225 Us Highway 41 W,49855,Marquette,2079,906-226-7982,46.54749,-87.459933
Ludington Supercenter,37.94,4854 W Us Highway 10,49431,Ludington,2102,231-843-1816,43.957893,-86.40034
Tawas City Supercenter,16.02,621 E Lake St,48763,Tawas City,5376,989-984-0854,44.27772,-83.504371
West Branch Supercenter,19.96,2750 Cook Rd,48661,West Branch,5159,989-343-1309,44.253651,-84.229305
Traverse City Supercenter,11.12,2640 Crossing Cir,49684,Traverse City,2338,231-933-8800,44.728126,-85.632601
Cadillac Supercenter,34.1,8917 E 34 Rd,49601,Cadillac,1432,231-775-8778,44.284128,-85.3986136
Houghton Lake Supercenter,49.25,2129 W Houghton Lake Dr,48629,Houghton Lake,2014,989-366-9766,44.295983,-84.679646
Petoskey Supercenter,16.07,1850 Anderson Rd,49770,Petoskey,2417,231-439-0200,45.350211,-84.974067
Gaylord Supercenter,18.38,950 Edelweiss Parkway,49735,Gaylord,1542,989-732-8090,45.022509,-84.689914
Cheboygan Supercenter,24.87,1150 S Main St,49721,Cheboygan,2100,231-627-2769,45.62615,-84.482416
Amory Supercenter,2.13,1515 Highway 278 E,38821,Amory,118,662-256-1590,33.968526,-88.457017
Fulton Supercenter,18.15,100 Interchange Dr,38843,Fulton,273,662-862-2143,34.2420797,-88.3972337
Tupelo Neighborhood Market,25.27,316 S Gloster Street,38801,Tupelo,4619,662-350-6921,34.254593,-88.714719
Hamilton Supercenter,26.45,1706 Military St S,35570,Hamilton,1100,205-921-3090,34.1196525,-87.9923238
Tupelo Supercenter,26.47,2270 W Main St,38801,Tupelo,391,662-844-4011,34.258167,-88.741172
Tupelo Supercenter,28.02,3929 N Gloster St,38804,Tupelo,258,662-840-8401,34.308824,-88.709889
West Point Supercenter,30.47,5509 Highway 45 Alt S,39773,West Point,115,662-494-1551,33.586655,-88.661913
Columbus Supercenter,31.91,1913 Highway 45 N,39705,Columbus,495,662-329-4810,33.518642,-88.439114
Houston Store,33.04,660 E Madison St,38851,Houston,411,662-456-5711,33.894702,-88.989563
Winfield Supercenter,33.5,2575 Us Highway 43,35594,Winfield,362,205-487-4359,33.9352,-87.840615
Fayette Supercenter,39.19,3186 Highway 171 N,35555,Fayette,1052,205-932-5277,33.731681,-87.808643
Pontotoc Supercenter,40.22,100 Mccord Rd,38863,Pontotoc,164,662-489-7451,34.285602,-89.021349
Starkville Neighborhood Market,40.65,105 Market Street,39759,Starkville,5459,662-270-6295,33.479555,-88.794003
Starkville Supercenter,44.47,1010 Highway 12 W,39759,Starkville,112,662-324-0374,33.444519,-88.851436
Booneville Supercenter,48.84,300 Walmart Cir,38829,Booneville,114,662-728-6211,34.677408,-88.56422
New Albany Supercenter,49.69,202 Park Plaza Dr,38652,New Albany,153,662-534-9374,34.492946,-89.032578
Ashland Supercenter,20.49,2500 Lake Shore Dr E,54806,Ashland,1672,715-682-9699,46.603347,-90.850498
Rice Lake Supercenter,38.17,2501 West Ave,54868,Rice Lake,1446,715-234-6990,45.4759224,-91.7623448
Hayward Supercenter,44.75,15594 State Highway 77,54843,Hayward,3245,715-634-8228,46.018066,-91.470798
Marinette Supercenter,23.41,2900 Roosevelt Rd,54143,Marinette,2545,715-735-5117,45.0739,-87.656014
Iron Mountain Supercenter,31.18,1920 S Stephenson Ave,49801,Iron Mountain,2434,906-779-7180,45.807363,-88.038011
Sturgeon Bay Supercenter,44.18,1536 Egg Harbor Rd,54235,Sturgeon Bay,1316,920-746-0402,44.8527065,-87.3588262
Escanaba Supercenter,47.55,601 N Lincoln Rd,49829,Escanaba,2522,906-786-7717,45.7524691,-87.0827258
Prairie Du Chien Supercenter,11.34,38020 Us Highway 18,53821,Prairie Du Chien,882,608-326-2408,43.017913,-91.10806
Decorah Supercenter,43.54,1798 Old Stage Rd,52101,Decorah,913,563-382-8737,43.291583,-91.753709
Medford Supercenter,20.1,1010 N 8th St,54451,Medford,3643,715-748-9000,45.15337,-90.330656
Chippewa Falls Supercenter,38.66,2786 Commercial Blvd,54729,Chippewa Falls,5373,715-738-2254,44.883539,-91.421907
Eau Claire Supercenter,40.69,3915 Gateway Dr,54701,Eau Claire,1669,715-834-0733,44.776217,-91.428324
Ladysmith Supercenter,41.36,800 W 10th St S,54848,Ladysmith,4281,715-532-2039,45.457347,-91.113992
Black River Falls Supercenter,47.23,611 State Highway 54,54615,Black River Falls,1277,715-284-2434,44.291594,-90.834535
Wausau Supercenter,24.36,4300 Rib Mountain Dr,54401,Wausau,2127,715-359-2282,44.918411,-89.653651
Antigo Supercenter,25.79,200 E State Highway 64,54409,Antigo,3268,715-627-1382,45.163307,-89.142687
Plover Supercenter,25.96,250 Crossroads Dr,54467,Plover,1828,715-345-7855,44.492673,-89.50967
Merrill Supercenter,34.78,505 S. Pine Ridge Avenue,54452,Merrill,1366,715-536-2414,45.175726,-89.649301
